venta_id,fecha_venta,monto_venta,producto_id,producto_nombre,region,usuario_id,fecha_registro,retention_rate,cohort,transaccion_id,volumen_transaccion,estado_transaccion,valor_promedio
425,11/29/2021,5188.68,425,LED Disco Ball Light,Kazakhstan,425,7/27/2021,87.11,Q1 2020,425,234,Completado,95.49
426,1/14/2021,6487.13,426,Coconut Curry Lentil Soup,South Korea,426,9/22/2021,86.79,Q1 2020,426,768,Pendiente,198.61
427,8/15/2021,768.15,427,Nut Butter Cups,Palestinian Territory,427,10/23/2020,39.58,Q3 2020,427,64,Pendiente,337.42
428,7/12/2021,6971.54,428,Chocolate Avocado Pudding,Argentina,428,5/12/2020,60.48,Q3 2020,428,166,Cancelado,430.71
429,11/18/2021,9741.66,429,Pet Waterer with Filtration,Portugal,429,3/9/2021,14.46,Q2 2020,429,759,Cancelado,226.23
430,6/7/2021,1147.19,430,Scented Candle Set,Mexico,430,7/18/2020,93.38,Q3 2020,430,117,Pendiente,329.05
431,1/24/2021,2993.34,431,Smartphone UV Sanitizer,Belize,431,10/1/2020,25.11,Q2 2020,431,285,Completado,260.15
432,4/13/2021,5897.35,432,Chocolate Dipped Fruit,Indonesia,432,8/22/2021,19.65,Q1 2020,432,802,Completado,37.76
433,10/4/2021,3835.55,433,Peach Halves (canned),Russia,433,4/5/2020,62.13,Q1 2020,433,436,Cancelado,469.12
434,11/2/2021,7407.72,434,Smart LED Light Strip,Ireland,434,10/21/2021,51.14,Q1 2020,434,464,Completado,369.22
435,9/8/2021,8630.29,435,Maple Bacon Jerky,Ireland,435,5/19/2020,18.56,Q3 2020,435,264,Completado,479.65
436,6/22/2021,1721.75,436,Balsamic Glazed Brussels Sprouts,Philippines,436,5/15/2020,40.04,Q3 2020,436,357,Pendiente,234.17
437,5/27/2021,8600.09,437,Rechargeable Laptop Battery Pack,China,437,2/14/2021,78.05,Q3 2020,437,353,Completado,189.18
438,12/8/2021,1015.43,438,Honey Sesame Chicken Mix,Republic of the Congo,438,3/22/2021,49.39,Q3 2020,438,496,Pendiente,247.69
439,11/9/2021,7953.05,439,Window Bird Feeder,China,439,6/5/2021,11.56,Q3 2020,439,672,Completado,18.63
440,8/7/2021,4679.49,440,Oven Thermometer,China,440,3/29/2021,18.33,Q3 2020,440,396,Pendiente,385.76
441,10/6/2021,3802.69,441,Children's Science Experiment Lab Kit,China,441,3/9/2020,31.3,Q2 2020,441,356,Cancelado,361.62
442,2/25/2021,3765.42,442,Portable Pet Stroller,China,442,1/12/2021,14.48,Q3 2020,442,891,Completado,73.93
443,11/11/2021,6622.15,443,Organic Ramen Noodles,Russia,443,6/1/2021,23.91,Q1 2020,443,237,Pendiente,267.4
444,12/25/2021,9860.69,444,Denim Jacket,Sweden,444,5/16/2021,57.19,Q2 2020,444,914,Pendiente,342.81
445,12/16/2021,8883.27,445,Gardening Gloves,Tanzania,445,9/24/2021,63.28,Q1 2020,445,577,Pendiente,112.19
446,1/31/2021,1968.71,446,Herbed Goat Cheese,Japan,446,12/14/2020,14.77,Q3 2020,446,451,Pendiente,442.6
447,3/30/2021,550.83,447,Silicone Baking Molds,Philippines,447,11/13/2020,84.16,Q3 2020,447,228,Cancelado,247.13
448,1/29/2021,846.45,448,Camping Lantern,Mexico,448,1/4/2020,2.74,Q1 2020,448,348,Cancelado,173.16
449,1/12/2021,1198.86,449,Crispy Rice Treats,China,449,7/15/2021,55.5,Q1 2020,449,380,Completado,346.98
450,5/11/2021,969.38,450,Hot Salsa,Brazil,450,2/2/2020,0.51,Q1 2020,450,606,Completado,131.87
451,5/25/2021,8850.35,451,Slim Fit Chinos,Thailand,451,2/13/2021,59.29,Q1 2020,451,125,Cancelado,355.37
452,6/1/2021,3438.06,452,Thyme,Thailand,452,4/11/2021,66.98,Q2 2020,452,328,Pendiente,31.15
453,8/17/2021,3771.26,453,Pasta Salad Kit,Indonesia,453,10/11/2020,27.25,Q3 2020,453,749,Cancelado,108.89
454,3/19/2021,8115.54,454,Two-Tone Windbreaker,Indonesia,454,1/11/2020,75.48,Q1 2020,454,482,Pendiente,454.07
455,7/29/2021,6566.02,455,Chocolate Chip Cliff Bars,Indonesia,455,12/15/2020,42.04,Q1 2020,455,953,Completado,174.79
456,6/14/2021,6784.56,456,Organic Coconut Yogurt,Brazil,456,11/25/2021,88.21,Q1 2020,456,665,Cancelado,494.16
457,12/13/2021,3263.88,457,Vegetable Stir Fry Mix,Iraq,457,10/23/2020,45.16,Q2 2020,457,557,Cancelado,5.16
458,5/27/2021,8332.78,458,Granulated Sugar,Russia,458,2/7/2020,12.53,Q2 2020,458,825,Cancelado,148.35
459,12/16/2021,8948.97,459,Grilled Vegetable Medley,Brazil,459,9/14/2021,20.58,Q3 2020,459,475,Completado,6.06
460,4/28/2021,7953.82,460,Over-The-Door Shoe Organizer,Poland,460,10/24/2020,50.39,Q1 2020,460,686,Completado,254.34
461,11/16/2021,9957.34,461,Free-Range Eggs,Israel,461,1/5/2020,11.81,Q3 2020,461,232,Pendiente,154.52
462,5/19/2021,5750.34,462,Sliced Bell Peppers,Mexico,462,2/11/2021,9.9,Q2 2020,462,905,Pendiente,313.16
463,9/20/2021,126.42,463,Honey Lemon Tea,Dominican Republic,463,12/15/2021,98.04,Q2 2020,463,460,Cancelado,260.37
464,6/23/2021,8750.95,464,Roasted Garlic Pasta Sauce,China,464,8/3/2020,93.72,Q2 2020,464,713,Cancelado,266.44
465,10/6/2021,9125.18,465,Sweet Corn,Portugal,465,4/23/2021,61.32,Q2 2020,465,627,Pendiente,281.31
466,10/3/2021,2614.14,466,Electric Griddle,France,466,6/24/2020,45.87,Q2 2020,466,588,Completado,165.01
467,6/13/2021,9791.67,467,Personalized Keychain,Dominican Republic,467,10/2/2021,6.71,Q1 2020,467,924,Completado,241.64
468,12/3/2021,608.46,468,Reusable Produce Bags Set,Brazil,468,10/13/2021,15.11,Q2 2020,468,779,Cancelado,154.24
469,11/4/2021,8333.0,469,Creamy Coleslaw Mix,Indonesia,469,10/26/2021,72.87,Q2 2020,469,315,Completado,472.25
470,7/10/2021,7477.9,470,Chickpea Snack Mix,Nigeria,470,5/9/2021,54.16,Q3 2020,470,129,Cancelado,287.02
471,7/8/2021,1730.79,471,Portable Hammock with Stand,China,471,8/17/2020,29.41,Q2 2020,471,103,Pendiente,24.93
472,12/12/2021,34.3,472,Garlic Parmesan Roasted Nuts,Russia,472,6/27/2021,87.47,Q1 2020,472,948,Cancelado,33.85
473,4/2/2021,7826.92,473,Greek Yogurt Parfait,China,473,10/7/2020,36.1,Q1 2020,473,404,Cancelado,15.17
474,1/22/2021,4051.45,474,Electric Ice Cream Maker,Sri Lanka,474,12/23/2020,15.33,Q2 2020,474,984,Cancelado,214.74
475,3/23/2021,6363.47,475,Sesame Oil,China,475,6/12/2021,12.11,Q2 2020,475,338,Pendiente,312.68
476,2/9/2021,7267.26,476,Thai Peanut Noodles,China,476,11/21/2020,11.73,Q2 2020,476,441,Completado,488.77
477,5/23/2021,9646.34,477,Chili Beans in Sauce,Argentina,477,8/7/2021,57.79,Q3 2020,477,672,Completado,166.54
478,1/3/2021,7572.91,478,Pepperoni Pizza Rolls,Nicaragua,478,3/29/2021,91.93,Q1 2020,478,929,Pendiente,223.85
479,12/8/2021,1533.08,479,Zucchini Noodle Pasta,China,479,6/22/2021,36.24,Q2 2020,479,601,Pendiente,139.55
480,8/22/2021,3152.06,480,Tandoori Chicken Skewers,Netherlands,480,1/30/2020,60.75,Q3 2020,480,365,Completado,484.92
481,8/12/2021,847.76,481,Honey,France,481,6/24/2021,46.21,Q1 2020,481,287,Pendiente,133.58
482,1/22/2021,3614.7,482,Bock Beer Mustard,Brazil,482,9/9/2021,16.65,Q3 2020,482,889,Pendiente,89.26
483,8/6/2021,2130.52,483,Mayonnaise,Russia,483,8/28/2020,43.35,Q2 2020,483,369,Pendiente,114.35
484,10/5/2021,5982.47,484,Raspberry Vanilla Greek Yogurt,Indonesia,484,1/19/2021,11.58,Q3 2020,484,399,Completado,298.49
485,7/2/2021,7073.7,485,Zucchini Noodle Pasta,China,485,1/29/2021,41.38,Q2 2020,485,806,Completado,246.98
486,6/30/2021,4400.59,486,Adjustable Laptop Stand,China,486,8/23/2021,65.77,Q1 2020,486,571,Cancelado,259.86
487,10/19/2021,1186.5,487,Cinnamon Sugar Donuts,Indonesia,487,11/9/2020,22.28,Q3 2020,487,987,Completado,277.39
488,7/25/2021,9177.11,488,Maple Glazed Carrots,Russia,488,6/6/2021,80.84,Q2 2020,488,737,Cancelado,153.25
489,8/16/2021,1928.06,489,Silicone Baking Mat Set,Malaysia,489,4/8/2020,93.8,Q3 2020,489,83,Completado,256.01
490,5/10/2021,9159.32,490,Frozen Mixed Berries,Dominican Republic,490,4/5/2020,79.98,Q3 2020,490,827,Cancelado,23.82
491,3/29/2021,8373.51,491,Maple Glazed Carrots,Nigeria,491,9/12/2020,22.62,Q3 2020,491,614,Cancelado,499.03
492,3/10/2021,2779.66,492,Chocolate Almond Milk,Iran,492,2/12/2020,40.69,Q1 2020,492,732,Completado,69.5
493,3/8/2021,2734.96,493,Sliced Cucumbers,Bosnia and Herzegovina,493,3/13/2021,44.38,Q3 2020,493,242,Cancelado,203.21
494,1/12/2021,301.24,494,Collapsible Storage Crates,Peru,494,5/15/2021,15.55,Q2 2020,494,840,Completado,281.71
495,2/26/2021,8742.27,495,Ultraviolet Phone Sanitizer,United States,495,11/16/2021,8.24,Q3 2020,495,670,Completado,41.27
496,7/8/2021,1674.39,496,Organic Coconut Yogurt,China,496,10/5/2020,58.24,Q2 2020,496,271,Completado,265.88
497,10/8/2021,6524.54,497,Air Mattress,Mexico,497,6/3/2021,61.16,Q3 2020,497,810,Pendiente,179.05
498,5/6/2021,704.23,498,Cotton Pajama Set,Indonesia,498,1/27/2021,33.61,Q3 2020,498,109,Cancelado,143.61
499,6/26/2021,4256.25,499,Adjustable Stand for Tablets and Smartphones,Indonesia,499,2/23/2021,81.22,Q3 2020,499,750,Cancelado,283.4
500,1/23/2021,1448.32,500,Handmade Wooden Utensil Set,Dominican Republic,500,7/22/2021,91.42,Q2 2020,500,879,Completado,163.15
501,2/28/2021,6219.25,501,Trail Mix (Deluxe),Syria,501,7/31/2021,35.71,Q2 2020,501,742,Pendiente,265.63
502,2/5/2021,2433.04,502,Cotton Tote Bag Set,Bangladesh,502,2/23/2020,5.69,Q2 2020,502,924,Completado,421.4
503,5/9/2021,5133.93,503,Infrared Space Heater,Luxembourg,503,4/26/2020,97.82,Q1 2020,503,197,Completado,53.38
504,10/4/2021,2138.66,504,Ranch Dressing,China,504,2/26/2021,18.87,Q3 2020,504,538,Cancelado,241.14
505,2/16/2021,9208.88,505,Wrap Jumpsuit,Indonesia,505,5/16/2021,77.4,Q1 2020,505,683,Pendiente,245.52
506,1/25/2021,3764.91,506,Handmade Wooden Utensil Set,Ukraine,506,1/5/2020,39.83,Q1 2020,506,127,Cancelado,95.9
507,1/25/2021,2695.92,507,Home Delivery Food Journal,Bosnia and Herzegovina,507,10/24/2021,22.06,Q2 2020,507,646,Completado,401.36
508,8/1/2021,9777.77,508,Lemon Basil Pasta Sauce,Guatemala,508,3/22/2020,34.6,Q2 2020,508,746,Cancelado,89.67
509,8/27/2021,4109.45,509,Travel Pillow with Memory Foam,Macedonia,509,11/1/2020,57.72,Q1 2020,509,428,Cancelado,10.91
510,6/26/2021,4208.34,510,Faux Leather Leggings,France,510,5/13/2021,36.2,Q3 2020,510,150,Cancelado,357.67
511,12/29/2021,7458.94,511,Portable Speakers,Peru,511,8/18/2021,86.58,Q2 2020,511,395,Completado,97.95
512,7/26/2021,9711.65,512,Herb Seasoned Rice,Dominican Republic,512,8/5/2021,46.9,Q1 2020,512,584,Cancelado,225.32
513,10/7/2021,6219.52,513,Organic Baby Spinach,China,513,11/16/2020,1.57,Q3 2020,513,944,Pendiente,185.86
514,1/15/2021,6995.07,514,Digital Bullet Journal,China,514,3/21/2020,52.21,Q1 2020,514,309,Pendiente,59.82
515,9/26/2021,3741.12,515,Whole Grain Hamburger Buns,Ukraine,515,6/30/2020,14.47,Q3 2020,515,847,Pendiente,281.93
516,10/17/2021,1602.42,516,Habanero Hot Sauce,Russia,516,12/14/2021,85.7,Q2 2020,516,66,Pendiente,473.62
517,1/2/2021,8822.27,517,Children's Educational Puzzle,Serbia,517,10/14/2020,91.09,Q3 2020,517,126,Cancelado,380.35
518,1/14/2021,9815.45,518,Andouille Sausage,Russia,518,8/27/2021,94.19,Q3 2020,518,962,Pendiente,242.19
519,5/25/2021,6112.94,519,Maple Oatmeal,Canada,519,6/7/2021,99.4,Q3 2020,519,659,Pendiente,290.58
520,3/25/2021,1081.02,520,Maple Bacon Potato Chips,Argentina,520,9/4/2020,79.78,Q1 2020,520,995,Pendiente,493.53
521,11/12/2021,9202.54,521,Portable Pet Water Bottle,China,521,12/22/2021,82.41,Q2 2020,521,563,Completado,158.93
522,10/25/2021,5440.22,522,Coconut Cashew Yogurt,Philippines,522,1/14/2020,91.84,Q1 2020,522,996,Cancelado,457.91
523,9/15/2021,5739.67,523,Self-Watering Planter,China,523,3/13/2020,68.46,Q1 2020,523,502,Completado,199.99
524,7/29/2021,6075.05,524,Pasta Maker,Azerbaijan,524,3/5/2021,32.24,Q1 2020,524,491,Pendiente,13.53
525,8/9/2021,5716.61,525,Coffee Grinder,Colombia,525,2/11/2020,81.76,Q3 2020,525,438,Pendiente,395.88
526,3/5/2021,899.65,526,Self-Adhesive Wallpaper,Philippines,526,5/14/2021,23.86,Q2 2020,526,433,Cancelado,146.13
527,5/29/2021,4399.45,527,Multicolored LED Strip Lights,Yemen,527,1/5/2021,54.89,Q3 2020,527,914,Cancelado,134.47
528,5/11/2021,9441.3,528,Electric Hot Water Dispenser,China,528,4/11/2020,44.77,Q1 2020,528,732,Pendiente,115.05
529,12/30/2021,8282.6,529,Induction Cooktop,Czech Republic,529,1/2/2020,51.41,Q2 2020,529,924,Pendiente,250.05
530,5/11/2021,7455.27,530,Fried Rice,Japan,530,11/1/2021,66.15,Q1 2020,530,955,Completado,280.43
531,8/24/2021,4747.04,531,Tomato Paste,Russia,531,9/22/2020,54.88,Q3 2020,531,266,Completado,122.02
532,8/21/2021,7427.76,532,Corn Tortillas,Honduras,532,2/6/2021,94.14,Q3 2020,532,729,Pendiente,399.58
533,9/23/2021,2170.39,533,Fitness Resistance Bands Set,Indonesia,533,6/6/2021,40.07,Q3 2020,533,306,Cancelado,283.13
534,7/1/2021,4113.34,534,Herbed Goat Cheese,Serbia,534,8/1/2021,55.63,Q1 2020,534,432,Pendiente,185.81
535,1/4/2021,4396.76,535,Pest Control Traps,Philippines,535,10/18/2020,5.18,Q3 2020,535,920,Cancelado,418.99
536,10/25/2021,8541.68,536,Cauliflower Rice Stir-Fry,Brazil,536,5/8/2021,55.46,Q2 2020,536,858,Pendiente,173.15
537,4/28/2021,8627.04,537,Belted Trench Coat,Chile,537,2/18/2021,82.17,Q1 2020,537,786,Pendiente,183.16
538,10/3/2021,8587.26,538,Steak Seasoning Rub,France,538,11/3/2020,77.5,Q2 2020,538,550,Cancelado,78.8
539,3/30/2021,1695.8,539,Adjustable Skipping Rope,Portugal,539,9/18/2021,17.36,Q2 2020,539,947,Pendiente,71.46
540,2/16/2021,9827.24,540,Honey Mustard Dip,Malaysia,540,3/1/2021,22.11,Q3 2020,540,893,Pendiente,442.4
541,7/8/2021,4820.6,541,Insulated Lunch Box,Russia,541,10/6/2021,81.19,Q3 2020,541,649,Pendiente,27.25
542,5/8/2021,5355.25,542,Rechargeable Battery Organizer,Czech Republic,542,7/20/2021,73.31,Q2 2020,542,713,Completado,285.17
543,8/13/2021,7293.68,543,Chickpea Snack Mix,France,543,4/30/2020,84.29,Q1 2020,543,222,Completado,129.2
544,6/17/2021,7867.61,544,Children's Backpack,China,544,1/26/2021,92.42,Q1 2020,544,182,Cancelado,379.3
545,10/21/2021,3071.14,545,Smart Plant Monitor,Kazakhstan,545,10/27/2021,79.36,Q1 2020,545,652,Completado,429.4
546,3/9/2021,2897.8,546,Non-Stick Baking Sheets,Philippines,546,4/11/2020,27.77,Q3 2020,546,694,Cancelado,293.6
547,8/2/2021,5348.72,547,Adjustable Dumbbells,Ghana,547,5/1/2020,32.4,Q3 2020,547,802,Completado,359.64
548,1/10/2021,3757.21,548,Electric Can Opener,Cuba,548,5/12/2020,80.27,Q2 2020,548,524,Cancelado,282.32
549,10/29/2021,4743.7,549,Herbed Goat Cheese,Indonesia,549,2/8/2021,86.77,Q2 2020,549,149,Completado,252.89
550,8/13/2021,9375.86,550,Electric Air Pump,Russia,550,2/27/2020,22.52,Q2 2020,550,37,Cancelado,188.05
551,12/16/2021,1887.88,551,Snack Container Set,Armenia,551,3/26/2021,24.68,Q1 2020,551,779,Cancelado,73.53
552,4/3/2021,6442.26,552,Cranberry Almond Cookies,United Kingdom,552,2/8/2021,86.63,Q2 2020,552,949,Cancelado,38.13
553,7/23/2021,7294.43,553,Weighted Blanket for Adults,Armenia,553,10/31/2020,5.08,Q1 2020,553,686,Cancelado,445.48
554,6/17/2021,7367.96,554,LED Flashing Pet Collar,Ukraine,554,1/18/2021,15.38,Q1 2020,554,688,Pendiente,447.45
555,2/5/2021,1533.87,555,Wooden Children's Play Kitchen,Belarus,555,1/12/2020,70.06,Q1 2020,555,533,Completado,407.06
556,3/3/2021,6596.47,556,Wall-Mounted Spice Rack,Sweden,556,8/13/2020,36.74,Q2 2020,556,443,Pendiente,181.11
557,5/6/2021,5337.83,557,Training Soccer Ball,China,557,9/8/2021,19.76,Q1 2020,557,695,Pendiente,149.63
558,8/8/2021,5453.26,558,Stick Vacuums Cleaner,Portugal,558,6/10/2020,91.45,Q1 2020,558,68,Pendiente,370.83
559,2/16/2021,5494.44,559,Herb Drying Rack,Poland,559,1/14/2021,3.78,Q3 2020,559,659,Cancelado,325.65
560,2/14/2021,290.05,560,Gardening Gloves with Claws,United Kingdom,560,7/17/2020,53.86,Q1 2020,560,646,Pendiente,173.37
561,8/15/2021,7630.32,561,Reusable Coffee Filter,Honduras,561,9/28/2020,97.12,Q3 2020,561,393,Pendiente,288.48
562,4/30/2021,4844.34,562,Essential Oils Diffuser Necklace,Argentina,562,11/23/2020,33.82,Q3 2020,562,639,Cancelado,405.33
563,12/19/2021,2529.76,563,Smoked Salmon,Albania,563,1/6/2021,79.63,Q3 2020,563,469,Completado,411.34
564,5/28/2021,770.95,564,Lemon Garlic Shrimp,Indonesia,564,5/14/2020,39.08,Q3 2020,564,7,Cancelado,178.52
565,5/17/2021,1454.07,565,Beard Grooming Kit,Bangladesh,565,9/26/2020,45.77,Q1 2020,565,275,Completado,349.44
566,7/17/2021,4746.21,566,Sesame Oil,China,566,6/2/2020,51.93,Q2 2020,566,373,Completado,193.14
567,8/3/2021,9675.86,567,Honey Butter Popcorn,China,567,11/21/2020,46.73,Q1 2020,567,843,Cancelado,291.41
568,1/7/2021,639.75,568,Sliced Olives,Greece,568,10/29/2020,33.48,Q1 2020,568,877,Cancelado,47.8
569,6/3/2021,3735.63,569,Wild Rice & Quinoa Mix,Russia,569,6/17/2020,31.16,Q2 2020,569,718,Pendiente,304.57
570,5/25/2021,5491.93,570,Pesto Genovese,Mexico,570,8/3/2021,1.76,Q2 2020,570,141,Completado,238.51
571,3/1/2021,7104.53,571,Lasagna Noodles,Indonesia,571,12/11/2021,37.97,Q3 2020,571,8,Pendiente,426.06
572,6/11/2021,799.18,572,Electric Food Steamer,Canada,572,7/20/2021,75.04,Q1 2020,572,456,Cancelado,417.48
573,6/12/2021,8813.82,573,Almond Butter Cups,China,573,2/9/2021,87.96,Q3 2020,573,121,Completado,222.62
574,11/18/2021,1509.26,574,LED Desk Lamp with USB Charging,Peru,574,7/29/2021,1.39,Q2 2020,574,946,Completado,491.03
575,9/22/2021,9757.45,575,Phone Case,China,575,4/25/2020,19.94,Q3 2020,575,205,Pendiente,300.59
576,3/11/2021,4824.33,576,Digital Drawing Tablet,China,576,10/15/2021,48.81,Q1 2020,576,406,Pendiente,11.09
577,3/23/2021,4379.84,577,Teriyaki Stir-Fry Sauce,Ukraine,577,9/17/2020,29.92,Q2 2020,577,367,Pendiente,191.79
578,6/22/2021,7509.86,578,Frozen Vegetarian Pizza,Aland Islands,578,8/1/2021,79.69,Q2 2020,578,779,Cancelado,487.85
579,12/23/2021,5974.57,579,Classic Minestrone Soup,Nigeria,579,9/1/2021,88.73,Q1 2020,579,878,Completado,72.17
580,12/2/2021,4934.4,580,Pumpkin Ice Cream,Philippines,580,8/15/2020,48.49,Q2 2020,580,404,Pendiente,413.76
581,8/29/2021,6059.63,581,Cotton Basic Tank,United States,581,2/2/2020,19.59,Q3 2020,581,826,Cancelado,415.07
582,1/14/2021,1903.31,582,Vegetarian Stuffed Peppers,Philippines,582,8/4/2021,34.98,Q2 2020,582,2,Pendiente,327.33
583,8/31/2021,6255.1,583,Travel Pillow with Memory Foam,United Kingdom,583,2/27/2021,5.27,Q3 2020,583,414,Completado,129.9
584,10/31/2021,6425.52,584,Customizable Wall Calendar,Indonesia,584,10/31/2021,15.71,Q1 2020,584,894,Pendiente,9.22
585,1/23/2021,3759.0,585,Chocolate Syrup,Sweden,585,9/21/2020,80.52,Q1 2020,585,896,Pendiente,202.59
586,2/28/2021,3326.23,586,Smartphone Tripod with Remote,Cuba,586,6/7/2020,49.11,Q1 2020,586,112,Cancelado,82.95
587,6/21/2021,1837.35,587,Pumpkin Spice Cookies,Ukraine,587,1/7/2020,75.1,Q3 2020,587,255,Pendiente,313.09
588,8/15/2021,9143.17,588,Thai Green Curry Paste,China,588,6/19/2020,62.49,Q1 2020,588,737,Pendiente,108.76
589,5/25/2021,5740.52,589,Pet Reflective Vest,Taiwan,589,2/26/2021,28.92,Q1 2020,589,454,Cancelado,467.67
590,12/7/2021,2626.63,590,Dill Pickle Chips,France,590,4/26/2020,31.42,Q3 2020,590,70,Cancelado,112.2
591,1/20/2021,6679.68,591,Pet Nail Clipper,China,591,10/6/2020,80.72,Q2 2020,591,742,Pendiente,185.8
592,1/13/2021,2032.02,592,Mango Chilli Sauce,Angola,592,4/10/2020,30.7,Q2 2020,592,234,Completado,190.1
593,3/1/2021,3564.18,593,Lentil Vegetable Stew,China,593,3/21/2021,57.44,Q2 2020,593,682,Pendiente,293.86
594,5/9/2021,7904.63,594,Pet Hair Removal Roller,Syria,594,9/17/2021,5.18,Q3 2020,594,903,Pendiente,470.54
595,8/5/2021,8523.88,595,Motorcycle Phone Mount,Poland,595,1/16/2020,67.94,Q2 2020,595,293,Cancelado,129.32
596,4/14/2021,4057.83,596,Belted Trench Coat,Philippines,596,9/11/2021,78.5,Q2 2020,596,313,Cancelado,153.58
597,10/4/2021,8806.66,597,Buffalo Cauliflower Bites,China,597,6/16/2021,59.29,Q3 2020,597,210,Cancelado,227.72
598,5/7/2021,9001.0,598,Beard Grooming Kit,Laos,598,11/30/2021,79.39,Q1 2020,598,64,Cancelado,212.25
599,6/28/2021,4472.79,599,LED Desk Lamp with USB Charging Port,Cyprus,599,12/10/2020,8.94,Q2 2020,599,735,Cancelado,37.04
600,10/22/2021,3558.38,600,Weighted Jump Rope with Counter,Argentina,600,5/27/2020,54.99,Q2 2020,600,233,Cancelado,20.05
601,9/2/2021,6284.92,601,Gardening Tools Set,Argentina,601,7/1/2021,28.68,Q2 2020,601,835,Completado,487.41
602,5/31/2021,4009.57,602,Waffle Maker,Indonesia,602,4/1/2020,26.31,Q2 2020,602,748,Cancelado,394.34
603,10/13/2021,6291.7,603,Basic V-Neck T-Shirt,Indonesia,603,12/19/2021,24.32,Q3 2020,603,819,Completado,397.72
604,8/21/2021,6671.52,604,Butternut Squash Soup,Canada,604,7/3/2021,62.29,Q1 2020,604,237,Pendiente,27.46
605,2/21/2021,6139.67,605,Sweet Corn Fritters,China,605,2/18/2020,93.61,Q1 2020,605,745,Completado,474.24
606,8/13/2021,5842.96,606,Wireless HDMI Receiver,Iran,606,9/25/2020,65.12,Q3 2020,606,513,Pendiente,451.52
607,12/18/2021,9072.53,607,Maple Pecan Pancake Mix,Philippines,607,3/1/2020,6.96,Q2 2020,607,118,Pendiente,354.31
608,1/28/2021,8616.63,608,Dog Collar,South Korea,608,12/30/2021,16.73,Q1 2020,608,804,Completado,182.46
609,1/13/2021,5215.55,609,Wireless Earbuds Case,Finland,609,6/27/2021,16.78,Q2 2020,609,276,Pendiente,58.54
610,1/1/2021,4003.22,610,Teriyaki Sauce,China,610,10/29/2020,79.04,Q2 2020,610,602,Cancelado,200.95
611,10/3/2021,722.46,611,Fitness Tracker with Heart Rate Monitor,Portugal,611,2/11/2020,88.85,Q2 2020,611,760,Completado,59.54
612,1/27/2021,6298.01,612,Surimi Crab Sticks,Indonesia,612,9/28/2020,82.7,Q1 2020,612,69,Pendiente,171.02
613,11/30/2021,1703.59,613,Cinnamon Apple Sauce,Brazil,613,11/8/2020,49.22,Q3 2020,613,513,Cancelado,448.38
614,12/4/2021,2198.56,614,Buffalo Chicken Dip,Peru,614,3/27/2020,6.15,Q3 2020,614,159,Cancelado,380.88
615,10/19/2021,1620.74,615,Travel Jewelry Case,China,615,8/8/2021,55.82,Q2 2020,615,296,Completado,51.56
616,6/6/2021,4860.36,616,Pasta (Fusilli),Greece,616,2/7/2020,40.45,Q1 2020,616,738,Cancelado,236.81
617,4/19/2021,8472.73,617,Sesame Seeds,Tanzania,617,6/22/2020,71.53,Q2 2020,617,285,Cancelado,442.74
618,7/26/2021,9732.15,618,Multi-Layer Food Steamer,Russia,618,5/26/2020,23.16,Q2 2020,618,648,Completado,191.17
619,1/27/2021,9930.29,619,Yoga Strap,China,619,11/24/2020,64.64,Q3 2020,619,616,Cancelado,60.65
620,2/7/2021,3734.94,620,Miso Dressing,Malaysia,620,8/19/2021,97.7,Q3 2020,620,706,Pendiente,39.01
621,8/7/2021,3685.26,621,Cinnamon Sugar Tortilla Chips,Poland,621,11/3/2020,16.87,Q2 2020,621,768,Completado,120.27
622,5/30/2021,6940.8,622,Honey Mustard Sauce,Indonesia,622,10/21/2021,19.81,Q1 2020,622,142,Cancelado,495.41
623,1/8/2021,1198.39,623,Self-Watering Planters,Iran,623,4/29/2021,16.32,Q2 2020,623,514,Completado,254.53
624,11/13/2021,9760.53,624,Tofu,China,624,2/12/2020,96.5,Q2 2020,624,86,Completado,292.85
625,6/1/2021,2989.58,625,Maple Glazed Carrots,Cuba,625,7/28/2020,42.31,Q3 2020,625,299,Completado,341.45
626,1/23/2021,6948.41,626,Coffee Capsule Dispenser,Tanzania,626,4/21/2020,79.75,Q1 2020,626,458,Completado,152.28
627,10/21/2021,3549.17,627,Egg Noodles,France,627,9/10/2021,94.47,Q1 2020,627,4,Completado,65.99
628,7/1/2021,8522.59,628,Spaghetti and Meatball Dinner Kit,Poland,628,6/3/2020,44.41,Q1 2020,628,975,Pendiente,282.74
629,9/17/2021,9391.23,629,Honey BBQ Ribs,Indonesia,629,6/29/2020,16.42,Q2 2020,629,22,Cancelado,391.61
630,2/16/2021,2821.6,630,Peach Halves (canned),Malaysia,630,8/4/2020,16.62,Q2 2020,630,662,Completado,288.65
631,4/18/2021,9067.76,631,Roasted Sweet Corn,China,631,4/26/2020,9.6,Q2 2020,631,883,Pendiente,164.0
632,11/23/2021,5260.28,632,Lemon Dill Salmon,China,632,10/11/2021,21.42,Q1 2020,632,764,Completado,397.56
633,9/12/2021,5831.55,633,Coconut Oil Spray,Ukraine,633,3/29/2021,17.14,Q1 2020,633,854,Pendiente,5.07
634,12/10/2021,3283.18,634,Ceramic Planter Set,Japan,634,8/6/2020,22.8,Q2 2020,634,450,Pendiente,79.52
